fiscal_date,quarter,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,ticker
2023-09-30,2.0,11434786000000.0,9064850000000.0,2369936000000.0,1438393000000.0,235727000000.0,1320631000000.0,945.1,945.1,1352258900.0,1352258900.0,2283485000000.0,1320631000000.0,-42575000000.0,,,931543000000.0,,147813000000.0,20961000000.0,TM
2023-06-30,1.0,10546831000000.0,8483927000000.0,2062904000000.0,1120901000000.0,432865000000.0,1326890000000.0,967.4,967.4,1355566300.0,1355566300.0,2002925000000.0,1326890000000.0,-15518000000.0,,,942003000000.0,,190127000000.0,23339000000.0,TM
2023-03-31,4.0,9690265000000.0,8125420000000.0,1564845000000.0,626931000000.0,226805000000.0,528845000000.0,,,1358102100.0,,1138198000000.0,528845000000.0,23446000000.0,,,937914000000.0,,-73416000000.0,-60957000000.0,TM
2022-12-31,3.0,9754685000000.0,7821392000000.0,1933293000000.0,956652000000.0,6145000000.0,744566000000.0,534.0,534.0,1363187266.0,1363187266.0,1754677000000.0,744566000000.0,-16624000000.0,,,976641000000.0,,110164000000.0,37963000000.0,TM
2023-12-31,4.0,6168000000.0,3257000000.0,2911000000.0,342000000.0,-157000000.0,667000000.0,0.41,0.41,1616000000.0,1628000000.0,1215000000.0,667000000.0,,,1511000000.0,644000000.0,-6000000.0,,27000000.0,AMD
2023-09-30,3.0,5800000000.0,3053000000.0,2747000000.0,224000000.0,59000000.0,299000000.0,0.18,0.18,1616000000.0,1629000000.0,1131000000.0,299000000.0,,,1507000000.0,576000000.0,-10000000.0,,26000000.0,AMD
2023-06-30,2.0,5359000000.0,2916000000.0,2443000000.0,-20000000.0,46000000.0,27000000.0,0.02,0.02,1612000000.0,1627000000.0,899000000.0,27000000.0,,,1443000000.0,547000000.0,-8000000.0,,28000000.0,AMD
2023-03-31,1.0,5353000000.0,2994000000.0,2359000000.0,-145000000.0,43000000.0,-139000000.0,-0.09,-0.09,1611000000.0,1611000000.0,904000000.0,-139000000.0,,,1411000000.0,585000000.0,-10000000.0,,25000000.0,AMD
2022-12-31,4.0,5599000000.0,3196000000.0,2403000000.0,-149000000.0,-33000000.0,21000000.0,0.01,0.01,1613000000.0,1618000000.0,1128000000.0,21000000.0,,,1366000000.0,590000000.0,-5000000.0,,19000000.0,AMD
2023-12-31,4.0,14630000000.0,3912000000.0,10718000000.0,-1713000000.0,-93000000.0,-1226000000.0,-0.48,-0.48,2554166667.0,2554166667.0,-455000000.0,-1226000000.0,0.0,,9627000000.0,2804000000.0,,70000000.0,310000000.0,MRK
2023-09-30,3.0,15962000000.0,4264000000.0,11698000000.0,5872000000.0,-8000000.0,4750000000.0,1.87,1.86,2537000000.0,2546000000.0,7195000000.0,4750000000.0,-5000000.0,,3307000000.0,2519000000.0,,73000000.0,317000000.0,MRK
2023-06-30,2.0,15035000000.0,4024000000.0,11011000000.0,-5012000000.0,-155000000.0,-5972000000.0,-2.35,-2.35,2539000000.0,2539000000.0,-3767000000.0,-5972000000.0,-3000000.0,,13321000000.0,2702000000.0,,109000000.0,277000000.0,MRK
2023-03-31,1.0,14487000000.0,3926000000.0,10561000000.0,3806000000.0,-26000000.0,2825000000.0,1.11,1.11,2538000000.0,2551000000.0,4561000000.0,2825000000.0,-4000000.0,,4276000000.0,2479000000.0,,112000000.0,242000000.0,MRK
2022-12-31,4.0,13830000000.0,3881000000.0,9949000000.0,3487000000.0,166000000.0,3018000000.0,1.19,1.18,2536000000.0,2548000000.0,4764000000.0,3018000000.0,-1000000.0,,3775000000.0,2687000000.0,,95000000.0,235000000.0,MRK
2023-12-31,4.0,14301000000.0,5704000000.0,8597000000.0,3477000000.0,-1887000000.0,824000000.0,0.465474,0.46,1765940733.0,1772000000.0,4183000000.0,824000000.0,-2000000.0,,1927000000.0,3193000000.0,0.0,186000000.0,564000000.0,ABBV
2023-09-30,3.0,13927000000.0,6485000000.0,7442000000.0,2347000000.0,4000000.0,1781000000.0,1.007088,1.0,1765486035.0,1771000000.0,4834000000.0,1781000000.0,-3000000.0,,1723000000.0,3372000000.0,,157000000.0,555000000.0,ABBV
2023-06-30,2.0,13865000000.0,4240000000.0,9625000000.0,4793000000.0,-1729000000.0,2027000000.0,1.14,1.14,1775438596.0,1775438596.0,5739000000.0,2027000000.0,-3000000.0,11000000.0,1733000000.0,3268000000.0,-169000000.0,98000000.0,552000000.0,ABBV
2023-03-31,1.0,12225000000.0,3986000000.0,8239000000.0,2918000000.0,-1989000000.0,241000000.0,0.13549,0.13,1763968992.0,1776000000.0,3340000000.0,241000000.0,-2000000.0,11000000.0,2292000000.0,3039000000.0,-10000000.0,99000000.0,553000000.0,ABBV
2022-12-31,4.0,15121000000.0,4170000000.0,10951000000.0,5745000000.0,-2304000000.0,2472000000.0,1.397822,1.38,1769181294.0,1778000000.0,5971000000.0,2472000000.0,1000000.0,11000000.0,1790000000.0,3417000000.0,-1000000.0,90000000.0,566000000.0,ABBV
2023-11-30,2.0,12941000000.0,3740000000.0,9201000000.0,3752000000.0,-277000000.0,2503000000.0,0.91,0.89,2746000000.0,2817000000.0,5402000000.0,2503000000.0,,,2226000000.0,2468000000.0,,133000000.0,888000000.0,ORCL
2023-08-31,1.0,12453000000.0,3610000000.0,8843000000.0,3445000000.0,-334000000.0,2420000000.0,0.89,0.86,2728000000.0,2823000000.0,5071000000.0,2420000000.0,,,2216000000.0,2419000000.0,4000000.0,136000000.0,872000000.0,ORCL
2023-05-31,4.0,13836000000.0,3730000000.0,10106000000.0,3413000000.0,-362000000.0,3319000000.0,1.23,1.19,2707000000.0,2796000000.0,5977000000.0,3319000000.0,,,1955000000.0,3868000000.0,25000000.0,105000000.0,955000000.0,ORCL
2023-02-28,3.0,12398000000.0,3439000000.0,8959000000.0,3686000000.0,-339000000.0,1896000000.0,0.7,0.68,2698000000.0,2776000000.0,4976000000.0,1895000000.0,,,2237000000.0,2150000000.0,20000000.0,90000000.0,908000000.0,ORCL
2023-10-31,3.0,8720000000.0,2155000000.0,6565000000.0,1556000000.0,-69000000.0,1224000000.0,1.26,1.25,972000000.0,981000000.0,2545000000.0,1224000000.0,,,1204000000.0,3805000000.0,,,,CRM
2023-07-31,2.0,8603000000.0,2113000000.0,6490000000.0,1525000000.0,-33000000.0,1267000000.0,1.3,1.28,975000000.0,986000000.0,2493000000.0,1267000000.0,,,1220000000.0,3745000000.0,,,,CRM
2023-04-30,1.0,8247000000.0,2125000000.0,6122000000.0,1123000000.0,-797000000.0,199000000.0,0.2,0.2,980000000.0,988000000.0,3229000000.0,199000000.0,,,1207000000.0,3792000000.0,,,,CRM
2023-01-31,4.0,8384000000.0,2100000000.0,6284000000.0,1185000000.0,-1152000000.0,-98000000.0,-0.1,-0.1,984000000.0,984000000.0,3359000000.0,-98000000.0,,,1128000000.0,3971000000.0,,,,CRM
2023-12-31,4.0,48933000000.0,34731000000.0,14202000000.0,5407000000.0,-1797000000.0,2243000000.0,1.23,1.22,1861474000.0,1868101000.0,9985000000.0,2243000000.0,16000000.0,,,969000000.0,6764000000.0,,120000000.0,CVX
2023-09-30,3.0,51922000000.0,36353000000.0,15569000000.0,6785000000.0,2067000000.0,6555000000.0,3.48,3.48,1870963000.0,1877104000.0,13049000000.0,6555000000.0,-29000000.0,,,1163000000.0,6600000000.0,,114000000.0,CVX
2023-06-30,2.0,47216000000.0,32505000000.0,14711000000.0,6316000000.0,1641000000.0,6008000000.0,3.22,3.2,1867165000.0,1875508000.0,11516000000.0,6008000000.0,2000000.0,,,1128000000.0,6226000000.0,,120000000.0,CVX
2023-03-31,1.0,48842000000.0,32933000000.0,15909000000.0,7721000000.0,1913000000.0,6605000000.0,3.48,3.46,1891695000.0,1900785000.0,13265000000.0,6605000000.0,-31000000.0,,,881000000.0,6211000000.0,,115000000.0,CVX
2022-12-31,4.0,54523000000.0,39438000000.0,15085000000.0,8017000000.0,1914000000.0,6378000000.0,3.34,3.33,1910602000.0,1919731000.0,14926000000.0,6378000000.0,-25000000.0,,,1454000000.0,6854000000.0,,123000000.0,CVX
2023-12-31,4.0,21959000000.0,,,,,3144000000.0,0.36,0.35,7990900000.0,8062500000.0,,3144000000.0,,,,13697000000.0,,,,BAC
2023-09-30,3.0,25167000000.0,,,,,7802000000.0,0.91,0.9,8017100000.0,8075900000.0,,7802000000.0,,,,11822000000.0,,,,BAC
2023-06-30,2.0,25197000000.0,,,,,7408000000.0,0.88,0.88,8040900000.0,8080700000.0,,7408000000.0,,,,12091000000.0,,,,BAC
2023-03-31,1.0,26258000000.0,,,,,8161000000.0,0.95,0.94,8065900000.0,8182300000.0,,8161000000.0,,,,12205000000.0,,,,BAC
2022-12-31,4.0,24532000000.0,,,,,7132000000.0,0.85,0.85,8088300000.0,8155700000.0,,7132000000.0,,,,11450000000.0,,,,BAC
2023-12-31,4.0,8832825000.0,5307485000.0,3525340000.0,1496109000.0,,937838000.0,2.15,2.11,435923000.0,444292000.0,5212780000.0,937838000.0,,,673341000.0,1355890000.0,,,223984000.0,NFLX
2023-09-30,3.0,8541668000.0,4930788000.0,3610880000.0,1916394000.0,,1677422000.0,3.8,3.73,441537000.0,450011000.0,5748625000.0,1677422000.0,,,657159000.0,1037327000.0,,168218000.0,175563000.0,NFLX
2023-06-30,2.0,8187301000.0,4673470000.0,3513831000.0,1827183000.0,,1487610000.0,3.35,3.29,443881000.0,451572000.0,5353550000.0,1487610000.0,,,657983000.0,1028665000.0,,26961000.0,174812000.0,NFLX
2023-03-31,1.0,8161503000.0,4803625000.0,3357878000.0,1714317000.0,,1305120000.0,2.93,2.88,445244000.0,452417000.0,5264636000.0,1305120000.0,,,687275000.0,956286000.0,,,245443000.0,NFLX
2022-12-31,4.0,7852053000.0,5404160000.0,2447893000.0,549904000.0,,55284000.0,0.12,0.12,445200000.0,451649000.0,4248153000.0,55284000.0,,,673926000.0,1224063000.0,,-339965000.0,170603000.0,NFLX
2023-11-30,4.0,5048000000.0,634000000.0,4414000000.0,1743000000.0,-176000000.0,1483000000.0,3.26,3.23,455000000.0,459000000.0,2078000000.0,1483000000.0,,,889000000.0,1740000000.0,,,28000000.0,ADBE
2023-08-31,3.0,4890000000.0,580000000.0,4310000000.0,1697000000.0,73000000.0,1403000000.0,3.07,3.05,456000000.0,459000000.0,1982000000.0,1403000000.0,,,881000000.0,1690000000.0,,,27000000.0,ADBE
2023-05-31,2.0,4816000000.0,572000000.0,4244000000.0,1624000000.0,52000000.0,1295000000.0,2.83,2.82,458000000.0,459000000.0,1891000000.0,1295000000.0,,,876000000.0,1702000000.0,,,26000000.0,ADBE
2023-02-28,1.0,4655000000.0,568000000.0,4087000000.0,1586000000.0,44000000.0,1247000000.0,2.72,2.71,459000000.0,460000000.0,1841000000.0,1247000000.0,,,827000000.0,1632000000.0,,,32000000.0,ADBE
2023-12-31,4.0,10849000000.0,4634000000.0,6215000000.0,2279000000.0,349000000.0,1986000000.0,0.46,0.46,4317000000.0,4330000000.0,3081000000.0,1986000000.0,-13000000.0,,,1913000000.0,2008000000.0,267000000.0,413000000.0,KO
2023-09-30,3.0,11953000000.0,4657000000.0,7296000000.0,3571000000.0,86000000.0,3083000000.0,0.71,0.71,4324000000.0,4339000000.0,4623000000.0,3083000000.0,4000000.0,,,2277000000.0,1448000000.0,248000000.0,368000000.0,KO
2023-06-30,2.0,11972000000.0,4912000000.0,7060000000.0,3715000000.0,-685000000.0,2521000000.0,0.59,0.59,4325000000.0,4341000000.0,4756000000.0,2521000000.0,26000000.0,,,1963000000.0,1382000000.0,224000000.0,374000000.0,KO
2023-03-31,1.0,10980000000.0,4317000000.0,6663000000.0,3367000000.0,890000000.0,3113000000.0,0.72,0.72,4326000000.0,4345000000.0,4711000000.0,3113000000.0,-6000000.0,,,1777000000.0,1519000000.0,168000000.0,372000000.0,KO
2022-12-31,4.0,10125000000.0,4513000000.0,5612000000.0,2157000000.0,504000000.0,2056000000.0,0.47,0.47,4326000000.0,4347000000.0,3632000000.0,2056000000.0,-25000000.0,,,1667000000.0,1788000000.0,143000000.0,304000000.0,KO
2023-11-30,1.0,16224303000.0,10776362000.0,5447941000.0,2564887000.0,-35719000.0,2009981000.0,3.14,3.1,627996111.0,637398361.0,2974515000.0,2009981000.0,-36537000.0,,,2743390000.0,139664000.0,101980000.0,14495000.0,ACN
2023-08-31,4.0,15985200000.0,10803571000.0,5181629000.0,1912920000.0,-40017000.0,1408212000.0,2.18,2.15,629922331.0,639249070.0,2352266000.0,1408212000.0,-35249000.0,,,2796826000.0,471883000.0,103627000.0,17403000.0,ACN
2023-05-31,3.0,16564585000.0,11035515000.0,5529070000.0,2359288000.0,201783000.0,2048335000.0,3.18,3.15,631535162.0,638743434.0,3001236000.0,2048335000.0,-38339000.0,,,2822909000.0,346873000.0,81818000.0,11208000.0,ACN
2023-02-28,2.0,15814158000.0,10979392000.0,4834766000.0,1944581000.0,-36300000.0,1550683000.0,2.42,2.39,630845147.0,637735390.0,2301654000.0,1550683000.0,-27035000.0,,,2645795000.0,244390000.0,50259000.0,11634000.0,ACN
2023-12-31,4.0,27850000000.0,13097000000.0,14753000000.0,2604000000.0,-854000000.0,1324000000.0,0.947598,0.94,1374000000.0,1381000000.0,3832000000.0,1324000000.0,-22000000.0,,,12149000000.0,,,217000000.0,PEP
2023-09-30,3.0,23453000000.0,10675000000.0,12778000000.0,4021000000.0,56000000.0,3116000000.0,2.248727,2.24,1375000000.0,1383000000.0,4924000000.0,3116000000.0,-24000000.0,,,8757000000.0,,,201000000.0,PEP
2023-06-30,2.0,22322000000.0,10121000000.0,12201000000.0,3659000000.0,60000000.0,2771000000.0,1.99,1.99,1378000000.0,1384000000.0,4529000000.0,2771000000.0,-23000000.0,,,8542000000.0,,,201000000.0,PEP
2023-03-31,1.0,17846000000.0,7988000000.0,9858000000.0,2629000000.0,61000000.0,1944000000.0,1.4,1.4,1378000000.0,1384000000.0,3396000000.0,1944000000.0,-12000000.0,,,7229000000.0,,,200000000.0,PEP
2022-12-31,4.0,27996000000.0,13420000000.0,14576000000.0,2379000000.0,-1600000000.0,535000000.0,0.37618,0.37,1377000000.0,1385000000.0,3423000000.0,535000000.0,-17000000.0,,,12197000000.0,,,273000000.0,PEP
2023-09-30,3.0,188095000000.0,116013000000.0,72081000000.0,15928000000.0,5636000000.0,12757000000.0,5.444597,5.444597,,,18383000000.0,,-3016000000.0,,,56399000000.0,-246000000.0,2697000000.0,3170000000.0,FMX
2023-06-30,2.0,198220000000.0,123650000000.0,74570000000.0,16581000000.0,2954000000.0,8926000000.0,3.445282,3.445282,1789113135.0,1789113135.0,28057000000.0,,-2762000000.0,,,57375000000.0,614000000.0,1763000000.0,2874000000.0,FMX
2023-03-31,1.0,180011000000.0,112998000000.0,67013000000.0,12543000000.0,-2804000000.0,50329000000.0,26.872532,26.872532,1789113135.0,1789113135.0,20501000000.0,,-2251000000.0,,,54726000000.0,-256000000.0,8523000000.0,3701000000.0,FMX
2022-12-31,4.0,185952000000.0,113703000000.0,72249000000.0,17576000000.0,-6930000000.0,7950000000.0,2.692395,2.692395,1789113135.0,1789113135.0,18124000000.0,,-4021000000.0,,,55068000000.0,-395000000.0,1146000000.0,1906000000.0,FMX
2023-12-31,4.0,,,,,,,1.02,1.01,1166000000.0,1178000000.0,,,,,,,,,,SAP
2023-09-30,3.0,7744000000.0,2108000000.0,5637000000.0,1688000000.0,148000000.0,1272000000.0,1.09,1.08,1168000000.0,1180000000.0,2332000000.0,3544000000.0,6000000.0,,1515000000.0,2432000000.0,2000000.0,204000000.0,279000000.0,SAP
2023-06-30,2.0,7555000000.0,2145000000.0,5409000000.0,1354000000.0,-86000000.0,3380000000.0,2.96,2.93,1169000000.0,1180000000.0,1802000000.0,724000000.0,74000000.0,,1565000000.0,2487000000.0,3000000.0,187000000.0,363000000.0,SAP
2023-03-31,1.0,7441000000.0,2156000000.0,5284000000.0,1064000000.0,-274000000.0,403000000.0,0.41,0.41,1167000000.0,1174000000.0,1595000000.0,403000000.0,3000000.0,,1573000000.0,2639000000.0,8000000.0,182000000.0,293000000.0,SAP
2022-12-31,4.0,8437000000.0,2373000000.0,6064000000.0,1733000000.0,-95000000.0,326000000.0,0.47,0.47,1166000000.0,1172000000.0,2419000000.0,326000000.0,214000000.0,,1622000000.0,2873000000.0,-164000000.0,133000000.0,1013000000.0,SAP
2023-12-31,4.0,10886000000.0,6493000000.0,4393000000.0,1934000000.0,-113000000.0,1606000000.0,4.22,4.2,387000000.0,388000000.0,3049000000.0,1606000000.0,24000000.0,,327000000.0,2132000000.0,,309000000.0,390000000.0,TMO
2023-09-30,3.0,10574000000.0,6258000000.0,4316000000.0,1948000000.0,-70000000.0,1695000000.0,4.44,4.42,386000000.0,388000000.0,3061000000.0,1695000000.0,20000000.0,,319000000.0,2049000000.0,,246000000.0,359000000.0,TMO
2023-06-30,2.0,10687000000.0,6436000000.0,4251000000.0,1761000000.0,-183000000.0,1362000000.0,3.53,3.51,386000000.0,388000000.0,2794000000.0,1362000000.0,-1000000.0,,345000000.0,2145000000.0,,178000000.0,326000000.0,TMO
2023-03-31,1.0,10710000000.0,6570000000.0,4140000000.0,1675000000.0,-158000000.0,1292000000.0,3.34,3.32,386000000.0,388000000.0,2634000000.0,1292000000.0,-3000000.0,,346000000.0,2119000000.0,,146000000.0,300000000.0,TMO
2022-12-31,4.0,11450000000.0,6844000000.0,4606000000.0,1916000000.0,-20000000.0,1574000000.0,4.03,4.01,391000000.0,393000000.0,2949000000.0,1574000000.0,2000000.0,,391000000.0,2299000000.0,,150000000.0,269000000.0,TMO
2023-12-31,4.0,8302000000.0,4431000000.0,3871000000.0,2215000000.0,-148000000.0,1576000000.0,3.19,3.16,484229000.0,488249000.0,3229000000.0,1543000000.0,-33000000.0,,39000000.0,668000000.0,,,284000000.0,LIN
2023-09-30,3.0,8155000000.0,4314000000.0,3841000000.0,2038000000.0,49000000.0,1601000000.0,3.21,3.19,487122000.0,491076000.0,3046000000.0,1565000000.0,-36000000.0,,36000000.0,808000000.0,,,40000000.0,LIN
2023-06-30,2.0,8204000000.0,4316000000.0,3888000000.0,2060000000.0,-4000000.0,1612000000.0,3.22,3.19,489618000.0,493549000.0,3016000000.0,1539000000.0,-37000000.0,,35000000.0,833000000.0,,,52000000.0,LIN
2023-03-31,1.0,8193000000.0,4431000000.0,3762000000.0,1956000000.0,22000000.0,1552000000.0,3.08,3.06,491817000.0,495676000.0,2926000000.0,1552000000.0,-36000000.0,,36000000.0,822000000.0,,,37000000.0,LIN
2022-12-31,4.0,7899000000.0,4427000000.0,3472000000.0,1716000000.0,29000000.0,1361000000.0,2.69,2.67,493652000.0,497922000.0,2853000000.0,1328000000.0,-33000000.0,,36000000.0,764000000.0,,,183000000.0,LIN
2023-12-31,4.0,6406200000.0,2752000000.0,3654200000.0,2832800000.0,-21800000.0,2039000000.0,2.823544,2.8,722142030.0,727800000.0,3434700000.0,2039000000.0,,,,730900000.0,,63900000.0,360200000.0,MCD
2023-09-30,3.0,6692200000.0,2828500000.0,3863700000.0,3183500000.0,33400000.0,2317100000.0,3.19,3.17,727200000.0,731600000.0,3787500000.0,2317100000.0,,,,583500000.0,,47300000.0,340700000.0,MCD
2023-06-30,2.0,6497500000.0,2766500000.0,3731000000.0,3068300000.0,41700000.0,2310400000.0,3.17,3.15,729600000.0,734300000.0,3630200000.0,2310400000.0,,,,567500000.0,,36900000.0,330200000.0,MCD
2023-03-31,1.0,5897800000.0,2584200000.0,3313600000.0,2661000000.0,-102200000.0,1802300000.0,2.47,2.45,730900000.0,735500000.0,3242100000.0,1802300000.0,,,,553300000.0,,37900000.0,329700000.0,MCD
2022-12-31,4.0,5926500000.0,2517600000.0,3408900000.0,2597200000.0,38200000.0,1903400000.0,2.602762,2.59,731300000.0,736000000.0,3118800000.0,1903400000.0,,,,720300000.0,,26000000.0,322900000.0,MCD
2023-12-31,4.0,11776000000.0,3022000000.0,8754000000.0,2582000000.0,-220000000.0,8480000000.0,,,,,4182000000.0,2638000000.0,0.0,,2567000000.0,3444000000.0,161000000.0,,217000000.0,NVS
2023-09-30,3.0,12092000000.0,3117000000.0,8975000000.0,1762000000.0,-3000000.0,1763000000.0,0.85,0.85,2062000000.0,2075000000.0,4885000000.0,1513000000.0,-2000000.0,,3925000000.0,3091000000.0,197000000.0,,222000000.0,NVS
2023-06-30,2.0,13936000000.0,4341000000.0,9595000000.0,2920000000.0,-2000000.0,2317000000.0,1.11,1.11,2083000000.0,2095000000.0,4818000000.0,2317000000.0,-1000000.0,,2526000000.0,3686000000.0,463000000.0,75000000.0,224000000.0,NVS
2023-03-31,1.0,13208000000.0,3931000000.0,9277000000.0,2856000000.0,-1000000.0,2294000000.0,1.09,1.08,2110000000.0,2120000000.0,4947000000.0,2294000000.0,-1000000.0,,2794000000.0,3443000000.0,184000000.0,96000000.0,211000000.0,NVS
2022-12-31,4.0,13087000000.0,4073000000.0,9014000000.0,1949000000.0,-187000000.0,1466000000.0,0.69,0.68,2135000000.0,2150000000.0,3908000000.0,1466000000.0,0.0,,2442000000.0,3747000000.0,876000000.0,,219000000.0,NVS
2023-12-31,4.0,10241000000.0,4556000000.0,5685000000.0,1780000000.0,85000000.0,1594000000.0,0.919221,0.91,1734076358.0,1748000000.0,2791000000.0,1594000000.0,,,700000000.0,2724000000.0,,89000000.0,159000000.0,ABT
2023-09-30,3.0,10143000000.0,4605000000.0,5538000000.0,1647000000.0,93000000.0,1436000000.0,0.827161,0.82,1736058536.0,1748000000.0,2651000000.0,1436000000.0,,,672000000.0,2723000000.0,,97000000.0,166000000.0,ABT
2023-06-30,2.0,9978000000.0,4483000000.0,5495000000.0,1542000000.0,155000000.0,1375000000.0,0.792344,0.78,1735357980.0,1750000000.0,2616000000.0,1375000000.0,,,715000000.0,2740000000.0,,98000000.0,159000000.0,ABT
2023-03-31,1.0,9747000000.0,4331000000.0,5416000000.0,1509000000.0,105000000.0,1318000000.0,0.75793,0.75,1738946799.0,1752000000.0,2527000000.0,1318000000.0,,,654000000.0,2762000000.0,,101000000.0,153000000.0,ABT
2022-12-31,4.0,10091000000.0,4593000000.0,5498000000.0,1304000000.0,82000000.0,1033000000.0,0.594431,0.59,1737795021.0,1754000000.0,2267000000.0,1033000000.0,,,725000000.0,2973000000.0,,88000000.0,154000000.0,ABT
2023-12-31,1.0,23549000000.0,15587000000.0,7962000000.0,2936000000.0,181000000.0,2151000000.0,1.04,1.04,1832000000.0,1835000000.0,4642000000.0,2151000000.0,-240000000.0,,,3783000000.0,,282000000.0,528000000.0,DIS
2023-09-30,4.0,21241000000.0,13728000000.0,7513000000.0,2083000000.0,-1051000000.0,694000000.0,0.14,0.14,1831000000.0,1833000000.0,3938000000.0,694000000.0,-430000000.0,,,4021000000.0,,476000000.0,501000000.0,DIS
2023-06-30,3.0,22330000000.0,14471000000.0,7859000000.0,2641000000.0,-2383000000.0,-153000000.0,-0.25,-0.25,1829000000.0,1829000000.0,4273000000.0,-153000000.0,-307000000.0,,,3874000000.0,,111000000.0,503000000.0,DIS
2023-03-31,2.0,21815000000.0,14616000000.0,7199000000.0,2275000000.0,170000000.0,1488000000.0,0.7,0.69,1828000000.0,1831000000.0,3940000000.0,1488000000.0,-217000000.0,,,3614000000.0,,182000000.0,504000000.0,DIS
2022-12-31,1.0,23512000000.0,16386000000.0,7126000000.0,1993000000.0,80000000.0,1361000000.0,0.7,0.7,1825000000.0,1827000000.0,3683000000.0,1361000000.0,-82000000.0,,,3827000000.0,,165000000.0,465000000.0,DIS
2023-12-31,4.0,,,,,,,0.14,0.14,3279150000.0,3315550000.0,,,,,,,,,,SHEL
2023-09-30,3.0,76350000000.0,61439000000.0,14911000000.0,10761000000.0,,7176000000.0,2.12,2.1,3334050000.0,3368350000.0,18213000000.0,11291000000.0,-132000000.0,0.0,267000000.0,3447000000.0,436000000.0,618000000.0,1131000000.0,SHEL
2023-06-30,2.0,74578000000.0,65405000000.0,9173000000.0,5118000000.0,,3154000000.0,0.92,0.92,3396700000.0,3427100000.0,12202000000.0,5348000000.0,-20000000.0,0.0,297000000.0,3314000000.0,444000000.0,599000000.0,1211000000.0,SHEL
2023-03-31,1.0,86959000000.0,69795000000.0,17164000000.0,13456000000.0,,8772000000.0,2.52,2.5,3459450000.0,3491050000.0,21171000000.0,14354000000.0,-64000000.0,0.0,253000000.0,3051000000.0,404000000.0,500000000.0,1165000000.0,SHEL
2022-12-31,4.0,101303000000.0,79167000000.0,22136000000.0,17593000000.0,,10469000000.0,2.94,2.92,3531950000.0,3563600000.0,19142000000.0,16444000000.0,-60000000.0,0.0,403000000.0,3491000000.0,649000000.0,445000000.0,923000000.0,SHEL
2023-12-31,4.0,12024000000.0,2308000000.0,9716000000.0,2004000000.0,,959000000.0,,,,,2909000000.0,897000000.0,1000000.0,0.0,3073000000.0,3983000000.0,,65000000.0,408000000.0,AZN
